"ISO","year","totdeath","armconf1"
"EGY",2019,692,1
"ERI",2000,17203,1
"ERI",2001,1793,1
"ERI",2002,NA,NA
"ERI",2003,NA,NA
"ERI",2004,57,1
"ERI",2005,NA,NA
"ERI",2006,NA,NA
"ERI",2007,NA,NA
"ERI",2008,NA,NA
"ERI",2009,0,0
"ERI",2010,NA,NA
"ERI",2011,NA,NA
"ERI",2012,NA,NA
"ERI",2013,NA,NA
"ERI",2014,NA,NA
"ERI",2015,NA,NA
"ERI",2016,NA,NA
"ERI",2017,25,1
"ERI",2018,NA,NA
"ERI",2019,NA,NA
"ESP",2000,NA,NA
"ESP",2001,20,0
"ESP",2002,13,0
"ESP",2003,5,0
"ESP",2004,3,0
"ESP",2005,191,1
"ESP",2006,NA,NA
"ESP",2007,NA,NA
"ESP",2008,NA,NA
"ESP",2009,2,0
"ESP",2010,3,0
"ESP",2011,NA,NA
"ESP",2012,1,0
"ESP",2013,NA,NA
"ESP",2014,NA,NA
"ESP",2015,NA,NA
"ESP",2016,NA,NA
"ESP",2017,NA,NA
"ESP",2018,16,0
"ESP",2019,NA,NA
"EST",2000,NA,NA
"EST",2001,NA,NA
"EST",2002,NA,NA
"EST",2003,NA,NA
"EST",2004,NA,NA
"EST",2005,NA,NA
"EST",2006,NA,NA
"EST",2007,NA,NA
"EST",2008,NA,NA
"EST",2009,NA,NA
"EST",2010,NA,NA
"EST",2011,NA,NA
"EST",2012,NA,NA
"EST",2013,NA,NA
"EST",2014,NA,NA
"EST",2015,NA,NA
"EST",2016,NA,NA
"EST",2017,NA,NA
"EST",2018,NA,NA
"EST",2019,NA,NA
"ETH",2000,30786,1
"ETH",2001,48666,1
"ETH",2002,388,1
"ETH",2003,809,1
"ETH",2004,1093,1
"ETH",2005,475,1
"ETH",2006,290,1
"ETH",2007,430,1
"ETH",2008,500,1
"ETH",2009,311,1
"ETH",2010,590,1
"ETH",2011,152,1
"ETH",2012,66,1
"ETH",2013,385,1
"ETH",2014,88,1
"ETH",2015,39,1
"ETH",2016,307,1
"ETH",2017,529,1
"ETH",2018,475,1
"ETH",2019,687,1
"FIN",2000,NA,NA
"FIN",2001,NA,NA
"FIN",2002,NA,NA
"FIN",2003,NA,NA
"FIN",2004,NA,NA
"FIN",2005,NA,NA
"FIN",2006,NA,NA
"FIN",2007,NA,NA
"FIN",2008,NA,NA
"FIN",2009,NA,NA
"FIN",2010,NA,NA
"FIN",2011,NA,NA
"FIN",2012,NA,NA
"FIN",2013,NA,NA
"FIN",2014,NA,NA
"FIN",2015,NA,NA
"FIN",2016,NA,NA
"FIN",2017,NA,NA
"FIN",2018,NA,NA
"FIN",2019,NA,NA
"FJI",2000,NA,NA
"FJI",2001,NA,NA
"FJI",2002,NA,NA
"FJI",2003,NA,NA
"FJI",2004,NA,NA
"FJI",2005,NA,NA
"FJI",2006,NA,NA
"FJI",2007,NA,NA
"FJI",2008,NA,NA
"FJI",2009,NA,NA
"FJI",2010,NA,NA
"FJI",2011,NA,NA
"FJI",2012,NA,NA
"FJI",2013,NA,NA
"FJI",2014,NA,NA
"FJI",2015,NA,NA
"FJI",2016,NA,NA
"FJI",2017,NA,NA
"FJI",2018,NA,NA
"FJI",2019,NA,NA
"FRA",2000,NA,NA
"FRA",2001,NA,NA
"FRA",2002,NA,NA
"FRA",2003,NA,NA
"FRA",2004,NA,NA
"FRA",2005,NA,NA
"FRA",2006,NA,NA
"FRA",2007,NA,NA
"FRA",2008,2,0
"FRA",2009,NA,NA
"FRA",2010,NA,NA
"FRA",2011,NA,NA
"FRA",2012,NA,NA
"FRA",2013,4,0
"FRA",2014,NA,NA
"FRA",2015,NA,NA
"FRA",2016,133,1
"FRA",2017,87,1
"FRA",2018,2,0
"FRA",2019,13,0
"FSM",2000,NA,NA
"FSM",2001,NA,NA
"FSM",2002,NA,NA
"FSM",2003,NA,NA
"FSM",2004,NA,NA
"FSM",2005,NA,NA
"FSM",2006,NA,NA
"FSM",2007,NA,NA
"FSM",2008,NA,NA
"FSM",2009,NA,NA
"FSM",2010,NA,NA
"FSM",2011,NA,NA
"FSM",2012,NA,NA
"FSM",2013,NA,NA
"FSM",2014,NA,NA
"FSM",2015,NA,NA
"FSM",2016,NA,NA
"FSM",2017,NA,NA
"FSM",2018,NA,NA
"FSM",2019,NA,NA
"GAB",2000,NA,NA
"GAB",2001,NA,NA
"GAB",2002,NA,NA
"GAB",2003,NA,NA
"GAB",2004,NA,NA
"GAB",2005,NA,NA
"GAB",2006,NA,NA
"GAB",2007,NA,NA
"GAB",2008,NA,NA
"GAB",2009,NA,NA
"GAB",2010,NA,NA
"GAB",2011,NA,NA
"GAB",2012,NA,NA
"GAB",2013,NA,NA
"GAB",2014,NA,NA
"GAB",2015,NA,NA
"GAB",2016,NA,NA
"GAB",2017,NA,NA
"GAB",2018,NA,NA
"GAB",2019,NA,NA
"GBR",2000,NA,NA
"GBR",2001,1,0
"GBR",2002,1,0
"GBR",2003,3,0
"GBR",2004,1,0
"GBR",2005,1,0
"GBR",2006,53,1
"GBR",2007,0,0
"GBR",2008,NA,NA
"GBR",2009,NA,NA
"GBR",2010,2,0
"GBR",2011,NA,NA
"GBR",2012,1,0
"GBR",2013,NA,NA
"GBR",2014,NA,NA
"GBR",2015,NA,NA
"GBR",2016,NA,NA
"GBR",2017,NA,NA
"GBR",2018,NA,NA
"GBR",2019,NA,NA
"GEO",2000,NA,NA
"GEO",2001,NA,NA
"GEO",2002,NA,NA
"GEO",2003,0,0
"GEO",2004,NA,NA
"GEO",2005,27,1
"GEO",2006,NA,NA
"GEO",2007,NA,NA
"GEO",2008,NA,NA
"GEO",2009,621,1
"GEO",2010,NA,NA
"GEO",2011,3,0
"GEO",2012,0,0
"GEO",2013,NA,NA
"GEO",2014,NA,NA
"GEO",2015,NA,NA
"GEO",2016,NA,NA
"GEO",2017,NA,NA
"GEO",2018,NA,NA
"GEO",2019,NA,NA
"GHA",2000,NA,NA
"GHA",2001,30,1
"GHA",2002,50,1
"GHA",2003,36,1
"GHA",2004,NA,NA
"GHA",2005,NA,NA
"GHA",2006,NA,NA
"GHA",2007,NA,NA
"GHA",2008,NA,NA
"GHA",2009,55,1
"GHA",2010,8,0
"GHA",2011,1,0
"GHA",2012,NA,NA
"GHA",2013,NA,NA
"GHA",2014,NA,NA
"GHA",2015,NA,NA
"GHA",2016,NA,NA
"GHA",2017,NA,NA
"GHA",2018,NA,NA
"GHA",2019,NA,NA
"GIN",2000,13,0
"GIN",2001,256,1
"GIN",2002,430,1
"GIN",2003,NA,NA
"GIN",2004,NA,NA
"GIN",2005,NA,NA
"GIN",2006,3,0
"GIN",2007,15,0
"GIN",2008,45,1
"GIN",2009,NA,NA
"GIN",2010,160,1
"GIN",2011,1,0
"GIN",2012,25,1
"GIN",2013,9,0
"GIN",2014,98,1
"GIN",2015,NA,NA
"GIN",2016,3,0
"GIN",2017,NA,NA
"GIN",2018,NA,NA
"GIN",2019,NA,NA
"GMB",2000,NA,NA
"GMB",2001,NA,NA
"GMB",2002,NA,NA
"GMB",2003,NA,NA
"GMB",2004,NA,NA
"GMB",2005,1,0
"GMB",2006,8,0
"GMB",2007,NA,NA
"GMB",2008,NA,NA
"GMB",2009,NA,NA
"GMB",2010,NA,NA
"GMB",2011,NA,NA
"GMB",2012,NA,NA
"GMB",2013,1,0
"GMB",2014,NA,NA
"GMB",2015,NA,NA
"GMB",2016,NA,NA
"GMB",2017,NA,NA
"GMB",2018,NA,NA
"GMB",2019,NA,NA
"GNB",2000,199,1
"GNB",2001,0,0
"GNB",2002,NA,NA
"GNB",2003,NA,NA
"GNB",2004,NA,NA
"GNB",2005,NA,NA
"GNB",2006,NA,NA
"GNB",2007,NA,NA
"GNB",2008,NA,NA
"GNB",2009,NA,NA
"GNB",2010,NA,NA
"GNB",2011,NA,NA
"GNB",2012,NA,NA
"GNB",2013,NA,NA
"GNB",2014,NA,NA
"GNB",2015,NA,NA
"GNB",2016,NA,NA
"GNB",2017,NA,NA
"GNB",2018,NA,NA
"GNB",2019,NA,NA
"GNQ",2000,NA,NA
"GNQ",2001,NA,NA
"GNQ",2002,NA,NA
"GNQ",2003,NA,NA
"GNQ",2004,NA,NA
"GNQ",2005,NA,NA
"GNQ",2006,NA,NA
"GNQ",2007,NA,NA
"GNQ",2008,NA,NA
"GNQ",2009,NA,NA
"GNQ",2010,NA,NA
"GNQ",2011,NA,NA
"GNQ",2012,NA,NA
"GNQ",2013,NA,NA
"GNQ",2014,NA,NA
"GNQ",2015,NA,NA
"GNQ",2016,NA,NA
"GNQ",2017,NA,NA
"GNQ",2018,NA,NA
"GNQ",2019,NA,NA
"GRC",2000,NA,NA
"GRC",2001,NA,NA
"GRC",2002,NA,NA
"GRC",2003,NA,NA
"GRC",2004,NA,NA
"GRC",2005,NA,NA
"GRC",2006,NA,NA
"GRC",2007,NA,NA
"GRC",2008,NA,NA
"GRC",2009,NA,NA
"GRC",2010,NA,NA
"GRC",2011,NA,NA
"GRC",2012,NA,NA
"GRC",2013,NA,NA
"GRC",2014,NA,NA
"GRC",2015,NA,NA
"GRC",2016,NA,NA
"GRC",2017,NA,NA
"GRC",2018,NA,NA
"GRC",2019,NA,NA
"GRD",2000,NA,NA
"GRD",2001,NA,NA
"GRD",2002,NA,NA
"GRD",2003,NA,NA
"GRD",2004,NA,NA
"GRD",2005,NA,NA
"GRD",2006,NA,NA
"GRD",2007,NA,NA
"GRD",2008,NA,NA
"GRD",2009,NA,NA
"GRD",2010,NA,NA
"GRD",2011,NA,NA
"GRD",2012,NA,NA
"GRD",2013,NA,NA
"GRD",2014,NA,NA
"GRD",2015,NA,NA
"GRD",2016,NA,NA
"GRD",2017,NA,NA
"GRD",2018,NA,NA
"GRD",2019,NA,NA
"GTM",2000,NA,NA
"GTM",2001,NA,NA
"GTM",2002,5,0
"GTM",2003,2,0
"GTM",2004,NA,NA
"GTM",2005,1,0
"GTM",2006,58,1
"GTM",2007,NA,NA
"GTM",2008,5,0
"GTM",2009,41,1
"GTM",2010,1,0
"GTM",2011,NA,NA
"GTM",2012,27,1
"GTM",2013,NA,NA
"GTM",2014,NA,NA
"GTM",2015,NA,NA
"GTM",2016,20,0
"GTM",2017,NA,NA
"GTM",2018,NA,NA
"GTM",2019,NA,NA
"GUY",2000,NA,NA
"GUY",2001,NA,NA
"GUY",2002,NA,NA
"GUY",2003,NA,NA
"GUY",2004,NA,NA
"GUY",2005,NA,NA
"GUY",2006,NA,NA
"GUY",2007,NA,NA
"GUY",2008,NA,NA
"GUY",2009,29,1
"GUY",2010,NA,NA
"GUY",2011,NA,NA
"GUY",2012,NA,NA
"GUY",2013,NA,NA
"GUY",2014,NA,NA
"GUY",2015,NA,NA
"GUY",2016,NA,NA
"GUY",2017,NA,NA
"GUY",2018,NA,NA
"GUY",2019,NA,NA
"HND",2000,9,0
"HND",2001,6,0
"HND",2002,NA,NA
"HND",2003,1,0
"HND",2004,47,1
"HND",2005,30,1
"HND",2006,NA,NA
"HND",2007,NA,NA
"HND",2008,NA,NA
"HND",2009,18,0
"HND",2010,NA,NA
"HND",2011,58,1
"HND",2012,18,0
"HND",2013,18,0
"HND",2014,NA,NA
"HND",2015,21,0
"HND",2016,NA,NA
"HND",2017,10,0
"HND",2018,NA,NA
"HND",2019,NA,NA
"HRV",2000,NA,NA
"HRV",2001,NA,NA
"HRV",2002,NA,NA
"HRV",2003,NA,NA
"HRV",2004,NA,NA
"HRV",2005,NA,NA
"HRV",2006,NA,NA
"HRV",2007,NA,NA
"HRV",2008,NA,NA
"HRV",2009,NA,NA
"HRV",2010,NA,NA
"HRV",2011,NA,NA
"HRV",2012,NA,NA
"HRV",2013,NA,NA
"HRV",2014,NA,NA
"HRV",2015,NA,NA
"HRV",2016,NA,NA
"HRV",2017,NA,NA
"HRV",2018,NA,NA
"HRV",2019,NA,NA
"HTI",2000,11,0
"HTI",2001,NA,NA
"HTI",2002,NA,NA
"HTI",2003,NA,NA
"HTI",2004,NA,NA
"HTI",2005,231,1
"HTI",2006,40,1
"HTI",2007,NA,NA
"HTI",2008,NA,NA
"HTI",2009,NA,NA
"HTI",2010,NA,NA
"HTI",2011,NA,NA
"HTI",2012,NA,NA
"HTI",2013,NA,NA
"HTI",2014,NA,NA
"HTI",2015,NA,NA
"HTI",2016,NA,NA
"HTI",2017,NA,NA
"HTI",2018,8,0
"HTI",2019,71,1
"HUN",2000,NA,NA
"HUN",2001,NA,NA
"HUN",2002,NA,NA
"HUN",2003,NA,NA
"HUN",2004,NA,NA
"HUN",2005,NA,NA
"HUN",2006,NA,NA
"HUN",2007,NA,NA
"HUN",2008,NA,NA
"HUN",2009,NA,NA
"HUN",2010,NA,NA
"HUN",2011,NA,NA
"HUN",2012,NA,NA
"HUN",2013,NA,NA
"HUN",2014,NA,NA
"HUN",2015,NA,NA
"HUN",2016,NA,NA
"HUN",2017,NA,NA
"HUN",2018,NA,NA
"HUN",2019,NA,NA
"IDN",2000,1805,1
"IDN",2001,917,1
"IDN",2002,834,1
"IDN",2003,762,1
"IDN",2004,1068,1
"IDN",2005,1082,1
"IDN",2006,242,1
"IDN",2007,13,0
"IDN",2008,2,0
"IDN",2009,6,0
"IDN",2010,NA,NA
"IDN",2011,NA,NA
"IDN",2012,9,0
"IDN",2013,1,0
"IDN",2014,20,0
"IDN",2015,12,0
"IDN",2016,4,0
"IDN",2017,NA,NA
"IDN",2018,2,0
"IDN",2019,32,1
"IND",2000,2563,1
"IND",2001,4093,1
"IND",2002,1730,1
"IND",2003,3035,1
"IND",2004,2426,1
"IND",2005,1642,1
"IND",2006,2015,1
"IND",2007,2155,1
"IND",2008,1720,1
"IND",2009,1856,1
"IND",2010,1621,1
"IND",2011,1633,1
"IND",2012,798,1
"IND",2013,801,1
"IND",2014,702,1
"IND",2015,734,1
"IND",2016,622,1
"IND",2017,761,1
"IND",2018,847,1
"IND",2019,950,1
"IRL",2000,NA,NA
"IRL",2001,NA,NA
"IRL",2002,NA,NA
"IRL",2003,NA,NA
"IRL",2004,NA,NA
"IRL",2005,NA,NA
"IRL",2006,NA,NA
"IRL",2007,NA,NA
"IRL",2008,NA,NA
"IRL",2009,NA,NA
"IRL",2010,NA,NA
"IRL",2011,NA,NA
"IRL",2012,NA,NA
"IRL",2013,NA,NA
"IRL",2014,NA,NA
"IRL",2015,NA,NA
"IRL",2016,NA,NA
"IRL",2017,NA,NA
"IRL",2018,NA,NA
"IRL",2019,NA,NA
"IRN",2000,19,0
"IRN",2001,41,1
"IRN",2002,112,1
"IRN",2003,NA,NA
"IRN",2004,2,0
"IRN",2005,NA,NA
"IRN",2006,53,1
"IRN",2007,61,1
"IRN",2008,86,1
"IRN",2009,117,1
"IRN",2010,167,1
"IRN",2011,101,1
"IRN",2012,220,1
"IRN",2013,17,0
"IRN",2014,11,0
"IRN",2015,5,0
"IRN",2016,25,1
"IRN",2017,69,1
"IRN",2018,58,1
"IRN",2019,92,1
"IRQ",2000,308,1
"IRQ",2001,193,1
"IRQ",2002,56,1
"IRQ",2003,111,1
"IRQ",2004,8021,1
"IRQ",2005,4366,1
"IRQ",2006,3521,1
"IRQ",2007,4598,1
"IRQ",2008,4489,1
"IRQ",2009,2765,1
"IRQ",2010,1720,1
"IRQ",2011,1857,1
"IRQ",2012,1399,1
"IRQ",2013,1407,1
"IRQ",2014,4010,1
"IRQ",2015,16437,1
"IRQ",2016,11303,1
"IRQ",2017,12025,1
"IRQ",2018,11400,1
"IRQ",2019,1443,1
"ISL",2000,NA,NA
"ISL",2001,NA,NA
"ISL",2002,NA,NA
"ISL",2003,NA,NA
"ISL",2004,NA,NA
"ISL",2005,NA,NA
"ISL",2006,NA,NA
"ISL",2007,NA,NA
"ISL",2008,NA,NA
"ISL",2009,NA,NA
"ISL",2010,NA,NA
"ISL",2011,NA,NA
"ISL",2012,NA,NA
"ISL",2013,NA,NA
"ISL",2014,NA,NA
"ISL",2015,NA,NA
"ISL",2016,NA,NA
"ISL",2017,NA,NA
"ISL",2018,NA,NA
"ISL",2019,NA,NA
"ITA",2000,NA,NA
"ITA",2001,NA,NA
"ITA",2002,NA,NA
"ITA",2003,NA,NA
"ITA",2004,NA,NA
"ITA",2005,NA,NA
"ITA",2006,NA,NA
"ITA",2007,NA,NA
"ITA",2008,NA,NA
"ITA",2009,NA,NA
"ITA",2010,NA,NA
"ITA",2011,NA,NA
"ITA",2012,NA,NA
"ITA",2013,NA,NA
"ITA",2014,NA,NA
"ITA",2015,NA,NA
"ITA",2016,NA,NA
"ITA",2017,NA,NA
"ITA",2018,NA,NA
"ITA",2019,NA,NA
"JAM",2000,NA,NA
"JAM",2001,NA,NA
"JAM",2002,116,1
"JAM",2003,15,0
"JAM",2004,7,0
"JAM",2005,NA,NA
"JAM",2006,NA,NA
"JAM",2007,NA,NA
"JAM",2008,NA,NA
"JAM",2009,NA,NA
"JAM",2010,NA,NA
"JAM",2011,NA,NA
"JAM",2012,NA,NA
"JAM",2013,NA,NA
"JAM",2014,NA,NA
"JAM",2015,NA,NA
"JAM",2016,NA,NA
"JAM",2017,NA,NA
"JAM",2018,NA,NA
"JAM",2019,NA,NA
"JOR",2000,NA,NA
"JOR",2001,NA,NA
"JOR",2002,NA,NA
"JOR",2003,NA,NA
"JOR",2004,NA,NA
"JOR",2005,NA,NA
"JOR",2006,59,1
"JOR",2007,NA,NA
"JOR",2008,NA,NA
"JOR",2009,NA,NA
"JOR",2010,NA,NA
"JOR",2011,NA,NA
"JOR",2012,NA,NA
"JOR",2013,NA,NA
"JOR",2014,NA,NA
"JOR",2015,NA,NA
"JOR",2016,1,0
"JOR",2017,37,1
"JOR",2018,NA,NA
"JOR",2019,NA,NA
"JPN",2000,NA,NA
"JPN",2001,NA,NA
"JPN",2002,NA,NA
"JPN",2003,NA,NA
"JPN",2004,NA,NA
"JPN",2005,NA,NA
"JPN",2006,NA,NA
"JPN",2007,NA,NA
"JPN",2008,NA,NA
"JPN",2009,NA,NA
"JPN",2010,NA,NA
"JPN",2011,NA,NA
"JPN",2012,NA,NA
"JPN",2013,NA,NA
"JPN",2014,NA,NA
"JPN",2015,NA,NA
"JPN",2016,NA,NA
"JPN",2017,NA,NA
"JPN",2018,NA,NA
"JPN",2019,NA,NA
"KAZ",2000,NA,NA
"KAZ",2001,NA,NA
"KAZ",2002,NA,NA
"KAZ",2003,NA,NA
"KAZ",2004,NA,NA
"KAZ",2005,NA,NA
"KAZ",2006,NA,NA
"KAZ",2007,NA,NA
"KAZ",2008,NA,NA
"KAZ",2009,NA,NA
"KAZ",2010,NA,NA
"KAZ",2011,NA,NA
"KAZ",2012,NA,NA
"KAZ",2013,NA,NA
"KAZ",2014,NA,NA
"KAZ",2015,NA,NA
"KAZ",2016,NA,NA
"KAZ",2017,NA,NA
"KAZ",2018,NA,NA
"KAZ",2019,NA,NA
"KEN",2000,229,1
"KEN",2001,254,1
"KEN",2002,192,1
"KEN",2003,45,1
"KEN",2004,7,0
"KEN",2005,20,0
"KEN",2006,215,1
"KEN",2007,219,1
"KEN",2008,200,1
"KEN",2009,783,1
"KEN",2010,170,1
"KEN",2011,87,1
"KEN",2012,144,1
"KEN",2013,309,1
"KEN",2014,267,1
"KEN",2015,344,1
"KEN",2016,389,1
"KEN",2017,130,1
"KEN",2018,228,1
"KEN",2019,164,1
"KGZ",2000,14,0
"KGZ",2001,174,1
"KGZ",2002,NA,NA
"KGZ",2003,NA,NA
"KGZ",2004,NA,NA
"KGZ",2005,NA,NA
"KGZ",2006,NA,NA
"KGZ",2007,6,0
"KGZ",2008,NA,NA
"KGZ",2009,NA,NA
"KGZ",2010,NA,NA
"KGZ",2011,44,1
"KGZ",2012,NA,NA
"KGZ",2013,NA,NA
"KGZ",2014,NA,NA
"KGZ",2015,NA,NA
"KGZ",2016,1,0
"KGZ",2017,NA,NA
"KGZ",2018,NA,NA
"KGZ",2019,NA,NA
"KHM",2000,0,0
"KHM",2001,4,0
"KHM",2002,NA,NA
"KHM",2003,NA,NA
"KHM",2004,1,0
"KHM",2005,NA,NA
"KHM",2006,NA,NA
"KHM",2007,NA,NA
"KHM",2008,2,0
"KHM",2009,2,0
"KHM",2010,2,0
"KHM",2011,NA,NA
"KHM",2012,10,0
"KHM",2013,1,0
"KHM",2014,NA,NA
"KHM",2015,NA,NA
"KHM",2016,NA,NA
"KHM",2017,NA,NA
"KHM",2018,NA,NA
"KHM",2019,NA,NA
"KIR",2000,NA,NA
"KIR",2001,NA,NA
"KIR",2002,NA,NA
"KIR",2003,NA,NA
"KIR",2004,NA,NA
"KIR",2005,NA,NA
"KIR",2006,NA,NA
"KIR",2007,NA,NA
"KIR",2008,NA,NA
"KIR",2009,NA,NA
"KIR",2010,NA,NA
"KIR",2011,NA,NA
"KIR",2012,NA,NA
"KIR",2013,NA,NA
"KIR",2014,NA,NA
"KIR",2015,NA,NA
"KIR",2016,NA,NA
"KIR",2017,NA,NA
"KIR",2018,NA,NA
"KIR",2019,NA,NA
"KOR",2000,NA,NA
"KOR",2001,NA,NA
"KOR",2002,NA,NA
"KOR",2003,NA,NA
"KOR",2004,NA,NA
"KOR",2005,NA,NA
"KOR",2006,NA,NA
"KOR",2007,NA,NA
"KOR",2008,NA,NA
"KOR",2009,NA,NA
"KOR",2010,NA,NA
"KOR",2011,NA,NA
"KOR",2012,NA,NA
"KOR",2013,NA,NA
"KOR",2014,NA,NA
"KOR",2015,NA,NA
"KOR",2016,NA,NA
"KOR",2017,NA,NA
"KOR",2018,NA,NA
"KOR",2019,NA,NA
"KWT",2000,NA,NA
"KWT",2001,NA,NA
"KWT",2002,NA,NA
"KWT",2003,NA,NA
"KWT",2004,NA,NA
"KWT",2005,NA,NA
"KWT",2006,NA,NA
"KWT",2007,NA,NA
"KWT",2008,NA,NA
"KWT",2009,NA,NA
"KWT",2010,NA,NA
"KWT",2011,NA,NA
"KWT",2012,NA,NA
"KWT",2013,NA,NA
"KWT",2014,NA,NA
"KWT",2015,NA,NA
"KWT",2016,26,1
"KWT",2017,NA,NA
"KWT",2018,NA,NA
"KWT",2019,NA,NA
"LAO",2000,2,0
"LAO",2001,7,0
"LAO",2002,NA,NA
"LAO",2003,4,0
"LAO",2004,5,0
"LAO",2005,4,0
"LAO",2006,NA,NA
"LAO",2007,73,1
"LAO",2008,NA,NA
"LAO",2009,NA,NA
"LAO",2010,NA,NA
"LAO",2011,NA,NA
"LAO",2012,NA,NA
"LAO",2013,NA,NA
"LAO",2014,NA,NA
"LAO",2015,NA,NA
"LAO",2016,NA,NA
"LAO",2017,NA,NA
"LAO",2018,NA,NA
"LAO",2019,NA,NA
"LBN",2000,74,1
"LBN",2001,56,1
"LBN",2002,4,0
"LBN",2003,0,0
"LBN",2004,1,0
"LBN",2005,NA,NA
"LBN",2006,3,0
"LBN",2007,747,1
"LBN",2008,NA,NA
"LBN",2009,38,1
"LBN",2010,NA,NA
"LBN",2011,NA,NA
"LBN",2012,4,0
"LBN",2013,53,1
"LBN",2014,179,1
"LBN",2015,228,1
"LBN",2016,200,1
"LBN",2017,56,1
"LBN",2018,297,1
"LBN",2019,2,0
"LBR",2000,70,1
"LBR",2001,101,1
"LBR",2002,481,1
"LBR",2003,2259,1
"LBR",2004,3281,1
"LBR",2005,NA,NA
"LBR",2006,NA,NA
"LBR",2007,NA,NA
"LBR",2008,NA,NA
"LBR",2009,NA,NA
"LBR",2010,NA,NA
"LBR",2011,NA,NA
"LBR",2012,NA,NA
"LBR",2013,NA,NA
"LBR",2014,NA,NA
"LBR",2015,NA,NA
"LBR",2016,NA,NA
"LBR",2017,NA,NA
"LBR",2018,NA,NA
"LBR",2019,NA,NA
"LBY",2000,NA,NA
"LBY",2001,NA,NA
"LBY",2002,NA,NA
"LBY",2003,NA,NA
"LBY",2004,NA,NA
"LBY",2005,NA,NA
"LBY",2006,NA,NA
"LBY",2007,NA,NA
"LBY",2008,NA,NA
"LBY",2009,6,0
"LBY",2010,NA,NA
"LBY",2011,NA,NA
"LBY",2012,3914,1
"LBY",2013,378,1
"LBY",2014,36,1
"LBY",2015,1455,1
"LBY",2016,1594,1
"LBY",2017,2349,1
"LBY",2018,1096,1
"LBY",2019,670,1
"LCA",2000,NA,NA
"LCA",2001,NA,NA
"LCA",2002,NA,NA
"LCA",2003,NA,NA
"LCA",2004,NA,NA
"LCA",2005,NA,NA
"LCA",2006,NA,NA
"LCA",2007,NA,NA
"LCA",2008,NA,NA
"LCA",2009,NA,NA
"LCA",2010,NA,NA
"LCA",2011,NA,NA
"LCA",2012,NA,NA
"LCA",2013,NA,NA
"LCA",2014,NA,NA
"LCA",2015,NA,NA
"LCA",2016,NA,NA
"LCA",2017,NA,NA
"LCA",2018,NA,NA
"LCA",2019,NA,NA
"LKA",2000,1948,1
"LKA",2001,2569,1
"LKA",2002,1162,1
"LKA",2003,17,0
"LKA",2004,33,1
"LKA",2005,84,1
"LKA",2006,130,1
"LKA",2007,2173,1
"LKA",2008,2564,1
"LKA",2009,8453,1
"LKA",2010,10418,1
"LKA",2011,NA,NA
"LKA",2012,2,0
"LKA",2013,NA,NA
"LKA",2014,5,0
"LKA",2015,NA,NA
"LKA",2016,NA,NA
"LKA",2017,NA,NA
"LKA",2018,1,0
"LKA",2019,NA,NA
"LSO",2000,NA,NA
"LSO",2001,NA,NA
"LSO",2002,NA,NA
"LSO",2003,NA,NA
"LSO",2004,NA,NA
"LSO",2005,NA,NA
"LSO",2006,NA,NA
"LSO",2007,NA,NA
"LSO",2008,NA,NA
"LSO",2009,NA,NA
"LSO",2010,NA,NA
"LSO",2011,NA,NA
"LSO",2012,NA,NA
"LSO",2013,NA,NA
"LSO",2014,NA,NA
"LSO",2015,NA,NA
"LSO",2016,NA,NA
"LSO",2017,NA,NA
"LSO",2018,NA,NA
"LSO",2019,NA,NA
"LTU",2000,NA,NA
"LTU",2001,NA,NA
"LTU",2002,NA,NA
"LTU",2003,NA,NA
"LTU",2004,NA,NA
"LTU",2005,NA,NA
"LTU",2006,NA,NA
"LTU",2007,NA,NA
"LTU",2008,NA,NA
"LTU",2009,NA,NA
"LTU",2010,NA,NA
"LTU",2011,NA,NA
"LTU",2012,NA,NA
"LTU",2013,NA,NA
"LTU",2014,NA,NA
"LTU",2015,NA,NA
"LTU",2016,NA,NA
"LTU",2017,NA,NA
"LTU",2018,NA,NA
"LTU",2019,NA,NA
"LUX",2000,NA,NA
"LUX",2001,NA,NA
"LUX",2002,NA,NA
"LUX",2003,NA,NA
"LUX",2004,NA,NA
"LUX",2005,NA,NA
"LUX",2006,NA,NA
"LUX",2007,NA,NA
"LUX",2008,NA,NA
"LUX",2009,NA,NA
"LUX",2010,NA,NA
"LUX",2011,NA,NA
"LUX",2012,NA,NA
"LUX",2013,NA,NA
"LUX",2014,NA,NA
"LUX",2015,NA,NA
"LUX",2016,NA,NA
"LUX",2017,NA,NA
"LUX",2018,NA,NA
"LUX",2019,NA,NA
"LVA",2000,NA,NA
"LVA",2001,NA,NA
"LVA",2002,NA,NA
"LVA",2003,NA,NA
"LVA",2004,NA,NA
"LVA",2005,NA,NA
"LVA",2006,NA,NA
"LVA",2007,NA,NA
"LVA",2008,NA,NA
"LVA",2009,NA,NA
"LVA",2010,NA,NA
"LVA",2011,NA,NA
"LVA",2012,NA,NA
"LVA",2013,NA,NA
"LVA",2014,NA,NA
"LVA",2015,NA,NA
"LVA",2016,NA,NA
"LVA",2017,NA,NA
"LVA",2018,NA,NA
"LVA",2019,NA,NA
"MAR",2000,NA,NA
"MAR",2001,NA,NA
"MAR",2002,NA,NA
"MAR",2003,NA,NA
"MAR",2004,34,1
"MAR",2005,NA,NA
"MAR",2006,NA,NA
"MAR",2007,NA,NA
"MAR",2008,NA,NA
"MAR",2009,NA,NA
"MAR",2010,NA,NA
